Product,Price,Quantity,Date
Ceramic Ornaments,173.42,17,2023-11-23
Fish Net,45.48,6,2024-07-11
Zebra Danio,54.48,4,2023-12-01
Quarantine Tank,158.85,19,2024-08-31
Gravel Substrate,149.99,8,2023-10-07
Fish Tank - 50 Gallon,168.42,12,2024-01-15
Aquarium Background,97.88,17,2024-03-05
Water Test Kit,182.74,6,2024-07-02
Check Valve,61.15,3,2024-05-20
Guppy,131.95,18,2023-10-21
Thermometer,155.3,11,2024-08-05
Discus,44.88,6,2024-04-02
Algae Scrubber,172.93,7,2024-08-06
Zebra Danio,27.36,7,2024-09-16
LED Aquarium Light,92.89,12,2023-09-24
Neon Tetra,113.46,10,2023-09-23
Water Test Kit,92.87,7,2024-04-26
Fish Tank - 5 Gallon,99.18,9,2024-04-14
Aquarium Filter - Small,177.0,8,2024-07-17
pH Adjuster,48.25,5,2024-04-20
Fish Food Pellets,82.94,4,2024-05-04
Driftwood,154.5,16,2024-07-12
Platy,136.39,13,2024-03-01
Fish Food Flakes,93.37,11,2024-01-17
Thermometer,40.88,19,2023-09-26
Ceramic Ornaments,74.46,5,2024-01-16
pH Adjuster,112.62,9,2023-12-26
Fish Tank - 10 Gallon,123.38,18,2024-06-29
Water Test Kit,151.59,3,2023-11-09
Aquarium Filter - Small,178.45,17,2024-05-16
Aquarium Filter - Large,68.42,15,2024-01-16
Live Aquarium Plants - Java Fern,66.02,16,2024-08-21
Live Aquarium Plants - Amazon Sword,21.32,15,2024-04-24
Rainbow Shark,198.98,18,2024-04-13
Breeding Box,180.06,1,2023-10-09
Angelfish,71.94,18,2023-10-15
Zebra Danio,196.03,15,2024-04-26
Fish Tank - 5 Gallon,168.31,3,2024-09-17
Guppy,12.68,3,2023-10-04
Live Aquarium Plants - Amazon Sword,24.36,13,2024-01-11
Check Valve,69.37,15,2023-10-29
Live Aquarium Plants - Anubias,45.78,6,2023-10-09
Goldfish,191.6,2,2023-10-03
Bio Balls,118.93,18,2024-01-26
Water Test Kit,156.26,2,2024-09-09
Live Aquarium Plants - Amazon Sword,118.33,3,2024-05-14
Molly,193.67,19,2024-02-02
Algae Wafers,91.9,3,2024-02-23
Algae Scrubber,159.4,20,2024-01-19
Aquarium Moss,156.7,8,2024-04-04
Breeding Box,94.42,11,2023-10-14
Goldfish,87.32,13,2023-11-30
Aquarium Heater,112.42,10,2024-07-19
Fish Tank - 10 Gallon,77.75,8,2023-10-02
Air Pump,19.99,2,2024-09-01
Live Aquarium Plants - Java Fern,155.9,16,2024-02-13
Gravel Vacuum,94.8,9,2023-12-19
Algae Control,188.43,17,2024-06-26
Automatic Fish Feeder,125.33,14,2024-02-05
Goldfish,64.81,5,2024-02-12
Fish Food Pellets,105.86,13,2024-06-04
Fish Net,197.06,10,2024-05-24
Thermometer,80.57,7,2024-02-21
Ammonia Remover,92.74,2,2024-02-26
Aquarium Moss,169.46,19,2023-12-31
Air Pump,60.15,11,2024-06-16
Platy,121.59,11,2024-07-29
LED Aquarium Light,144.69,20,2024-05-17
Automatic Fish Feeder,46.69,15,2024-02-12
Fish Net,146.88,1,2024-01-12
Fish Food Flakes,27.43,20,2024-07-29
Algae Scrubber,51.17,17,2024-07-11
Live Aquarium Plants - Java Fern,146.59,15,2023-10-28
Check Valve,36.47,6,2024-04-14
Frozen Bloodworms,107.85,7,2024-06-18
Breeding Box,128.82,6,2024-03-21
Otocinclus Catfish,18.94,20,2024-04-30
Betta Fish,127.33,9,2024-08-29
Neon Tetra,89.24,9,2024-03-06
Gravel Vacuum,128.72,3,2023-10-18
Fish Tank - 10 Gallon,180.97,7,2024-01-20
Fish Food Pellets,146.59,15,2023-12-23
Goldfish,56.67,19,2023-10-07
Guppy,58.77,16,2023-10-28
Platy,146.41,19,2024-07-07
Molly,46.12,14,2023-11-04
Air Pump,43.97,16,2024-07-10
Cherry Barb,29.65,8,2024-01-25
Decorative Rocks,44.56,20,2024-05-06
Zebra Danio,117.09,6,2024-03-17
Air Stone,77.01,15,2024-01-02
Automatic Fish Feeder,54.65,4,2024-05-18
Corydoras Catfish,147.38,1,2024-08-17
Discus,112.13,10,2024-01-31
Algae Wafers,152.89,10,2024-02-13
Check Valve,101.22,13,2024-06-06
Ceramic Ornaments,95.91,3,2023-10-30
Fish Food Flakes,44.44,20,2024-03-23
Fish Tank - 5 Gallon,12.58,4,2023-12-10
Artificial Plants,173.77,3,2023-09-25
Neon Tetra,194.12,9,2024-03-05
Algae Scrubber,5.92,15,2024-03-19
Automatic Fish Feeder,102.27,10,2024-08-17
Fish Food Pellets,138.52,9,2024-08-24
Water Test Kit,56.27,5,2024-05-08
Automatic Fish Feeder,28.65,3,2023-12-10
Live Aquarium Plants - Anubias,66.09,20,2024-07-08
Fish Tank - 10 Gallon,45.17,12,2024-04-12
Check Valve,59.11,10,2024-03-22
Brine Shrimp,146.42,17,2024-07-17
Bacterial Supplement,147.11,3,2024-08-23
Angelfish,184.73,8,2024-05-10
Fish Tank - 50 Gallon,100.96,7,2023-11-24
Zebra Danio,116.65,16,2023-11-12
Neon Tetra,124.07,15,2024-05-20
Gravel Vacuum,153.85,16,2024-06-27
Filter Cartridges,138.92,15,2024-02-14
Sand Substrate,23.99,13,2023-10-06
Aquarium Stand,57.65,9,2023-10-17
Otocinclus Catfish,151.91,1,2023-11-11
Driftwood,192.08,4,2024-08-05
Air Stone,143.96,18,2024-09-16
Rainbow Shark,187.68,5,2024-06-12
Fish Tank - 5 Gallon,32.42,2,2023-10-12
Frozen Bloodworms,92.9,8,2023-10-13
Thermometer,38.5,16,2024-08-30
Artificial Plants,142.06,12,2023-11-17
Sand Substrate,37.33,20,2024-01-19
Breeding Box,75.5,16,2024-03-08
Decorative Rocks,183.0,13,2024-01-07
Aquarium Filter - Large,133.98,13,2024-02-21
Zebra Danio,47.35,11,2024-06-04
Ammonia Remover,52.68,14,2024-08-12
Fish Tank - 20 Gallon,31.52,11,2024-04-02
Automatic Fish Feeder,81.87,13,2023-10-10
Gravel Vacuum,199.02,7,2024-08-07
Aquarium Heater,184.79,3,2024-03-02
Algae Control,75.65,3,2024-09-20
Water Test Kit,150.87,6,2024-01-21
Molly,91.97,6,2023-10-12
Aquarium Filter - Large,22.99,15,2024-01-08
Fish Net,133.92,19,2024-01-21
Fish Net,89.79,5,2024-07-08
Algae Wafers,109.98,9,2024-05-14
Aquarium Filter - Large,78.39,12,2024-03-20
Algae Control,19.85,4,2024-02-22
Clown Loach,108.58,18,2023-10-07
Live Aquarium Plants - Anubias,147.07,10,2023-12-29
Live Aquarium Plants - Anubias,62.14,18,2024-02-01
Fish Food Pellets,199.48,14,2024-01-15
Aquarium Filter - Small,165.92,14,2024-04-06
Brine Shrimp,197.4,18,2024-02-06
Algae Wafers,26.61,10,2024-09-20
Air Pump,196.66,7,2024-08-11
Aquarium Heater,175.96,2,2024-03-07
Algae Scrubber,28.93,9,2024-09-11
Sand Substrate,23.38,15,2024-06-21
Fish Tank - 20 Gallon,195.14,8,2024-02-04
Fish Tank - 5 Gallon,160.2,12,2024-06-04
Betta Tank,147.23,19,2024-05-17
Fish Tank - 5 Gallon,46.42,13,2023-12-14
Gravel Vacuum,179.29,9,2024-08-27
Live Aquarium Plants - Anubias,12.48,11,2024-08-16
Neon Tetra,162.33,19,2024-07-21
Aquarium Moss,157.95,7,2024-09-21
Fish Food Pellets,36.97,3,2024-07-11
Live Aquarium Plants - Amazon Sword,71.65,4,2024-03-04
Brine Shrimp,147.77,16,2024-07-13
Aquarium Background,160.31,3,2024-04-23
Live Aquarium Plants - Anubias,174.19,6,2024-03-03
Breeding Box,72.63,20,2024-06-25
Aquarium Filter - Large,130.71,15,2024-06-01
Aquarium Background,22.41,7,2024-07-21
Artificial Plants,120.05,15,2023-10-05
Guppy,151.96,3,2024-07-29
Angelfish,58.15,12,2024-08-30
Clown Loach,88.4,8,2024-07-07
Fish Net,58.66,18,2023-12-17
Bio Balls,75.04,17,2024-05-18
Fish Net,6.36,11,2023-10-27
Goldfish,110.5,10,2024-03-10
Bacterial Supplement,23.5,13,2023-10-09
Aquarium Filter - Small,193.28,5,2024-08-22
Siamese Algae Eater,173.46,17,2024-03-20
Fish Tank - 10 Gallon,6.74,16,2023-10-04
Betta Tank,177.82,14,2024-04-09
Aquarium Moss,91.74,15,2024-04-29
Aquarium Filter - Large,130.58,14,2024-07-12
Ceramic Ornaments,88.46,19,2023-12-21
Ammonia Remover,166.53,13,2024-03-11
Neon Tetra,109.5,12,2024-06-05
pH Adjuster,58.65,2,2024-08-21
Decorative Rocks,97.53,11,2023-10-30
Aquarium Filter - Large,133.67,6,2024-03-16
Angelfish,73.25,9,2024-06-05
Algae Wafers,37.48,6,2024-03-30
Bacterial Supplement,15.27,9,2024-02-12
Fish Food Pellets,129.11,18,2024-08-28
Clown Loach,21.77,20,2024-04-03
Brine Shrimp,95.03,15,2023-12-03
pH Adjuster,25.01,6,2024-07-05
Breeding Box,73.22,1,2024-09-03
Aquarium Filter - Large,58.88,7,2024-06-21
Platy,87.41,8,2024-01-26
Fish Food Pellets,68.05,10,2024-08-25
Bio Balls,58.84,16,2024-01-12
Aquarium Filter - Large,153.53,10,2024-07-09
Molly,140.78,13,2024-01-03
Fish Food Pellets,99.15,20,2024-05-31
Artificial Plants,99.46,8,2024-09-06
Aquarium Filter - Small,97.64,14,2024-04-26
Goldfish,51.12,2,2024-08-05
Corydoras Catfish,162.57,3,2024-03-05
Air Stone,11.95,2,2024-01-21
Live Aquarium Plants - Amazon Sword,51.19,8,2023-12-11
Water Conditioner,60.53,11,2024-08-28
Live Aquarium Plants - Amazon Sword,138.25,11,2024-07-05
Thermometer,13.49,4,2024-08-07
Sand Substrate,183.35,2,2024-03-11
Automatic Fish Feeder,197.77,18,2023-12-11
Fish Food Pellets,34.98,18,2024-04-13
Siamese Algae Eater,176.27,15,2023-10-28
Algae Wafers,151.82,8,2024-05-19
Betta Tank,129.37,2,2023-12-10
Water Conditioner,147.41,12,2024-09-11
Driftwood,151.45,20,2024-02-20
Aquarium Moss,72.19,2,2024-02-14
Betta Tank,141.24,9,2024-07-08
Otocinclus Catfish,99.5,9,2024-04-29
Bacterial Supplement,70.6,20,2024-07-13
Zebra Danio,164.78,5,2024-03-08
Live Aquarium Plants - Java Fern,110.5,6,2024-02-16
Guppy,130.98,7,2023-11-23
Fish Tank - 5 Gallon,14.93,15,2024-03-26
Zebra Danio,127.36,6,2024-07-26
Live Aquarium Plants - Java Fern,12.47,16,2024-02-26
Fish Tank - 50 Gallon,128.3,14,2024-01-17
Water Test Kit,98.42,6,2024-06-01
Artificial Plants,158.71,17,2024-02-07
Fish Tank - 5 Gallon,144.95,20,2023-10-02
Thermometer,18.02,20,2023-12-15
Bio Balls,76.59,17,2024-03-10
Cherry Barb,87.31,3,2024-06-05
Fish Tank - 10 Gallon,91.01,3,2024-03-16
Aquarium Background,80.11,20,2024-04-27
Air Stone,180.25,4,2024-07-06
Fish Net,112.42,1,2024-06-06
Sand Substrate,120.77,19,2024-07-21
Gravel Vacuum,39.55,8,2024-01-31
Live Aquarium Plants - Java Fern,98.45,7,2024-01-31
Live Aquarium Plants - Java Fern,90.77,19,2023-11-03
Corydoras Catfish,98.69,12,2024-09-14
Live Aquarium Plants - Amazon Sword,14.07,9,2024-05-05
Rainbow Shark,189.56,18,2024-04-28
Automatic Fish Feeder,160.85,6,2024-07-27
Algae Wafers,31.3,16,2023-12-18
Air Stone,36.75,18,2024-02-09
Thermometer,9.89,3,2024-03-06
Platy,52.87,3,2024-07-02
Thermometer,151.27,13,2024-08-10
Betta Fish,133.28,19,2024-04-11
Fish Tank - 5 Gallon,188.45,19,2023-09-24
Live Aquarium Plants - Amazon Sword,114.69,20,2024-03-20
Driftwood,47.66,15,2024-09-19
Breeding Box,191.19,10,2023-10-17
Ammonia Remover,97.99,2,2023-11-15
Corydoras Catfish,25.65,6,2024-01-13
Aquarium Background,39.52,10,2024-07-26
Betta Fish,5.57,11,2023-11-26
Rainbow Shark,29.19,8,2024-05-17
Sand Substrate,67.12,18,2023-10-04
Fish Food Flakes,72.56,6,2024-05-14
Check Valve,21.28,7,2023-11-23
Algae Scrubber,110.73,8,2023-12-27
Fish Food Pellets,74.72,8,2024-02-12
pH Adjuster,96.94,3,2024-01-14
Aquarium Stand,12.06,1,2024-01-27
Fish Tank - 50 Gallon,97.47,6,2024-04-02
Molly,149.52,19,2024-06-20
Quarantine Tank,16.35,12,2023-12-06
Check Valve,70.82,13,2024-05-05
Rainbow Shark,115.13,8,2023-12-12
Frozen Bloodworms,196.19,15,2024-06-26
Aquarium Filter - Small,197.8,19,2024-06-01
Aquarium Filter - Medium,152.68,8,2024-02-08
Corydoras Catfish,80.45,4,2024-06-10
Live Aquarium Plants - Amazon Sword,63.44,18,2024-02-19
Fish Tank - 10 Gallon,18.74,5,2024-02-21
Decorative Rocks,165.54,12,2023-11-06
Cherry Barb,186.66,9,2023-10-20
Algae Scrubber,15.83,1,2024-03-16
Betta Fish,171.17,11,2023-09-23
Siamese Algae Eater,189.57,11,2023-10-11
LED Aquarium Light,125.9,20,2023-10-10
Fish Tank - 5 Gallon,194.67,9,2024-09-12
Live Aquarium Plants - Anubias,165.69,7,2023-10-01
Angelfish,127.84,20,2024-09-22
Artificial Plants,16.42,12,2024-05-22
Air Stone,80.78,15,2024-05-08
Algae Wafers,103.4,15,2023-12-16
LED Aquarium Light,60.0,13,2024-07-20
Platy,5.57,17,2024-01-22
Live Aquarium Plants - Java Fern,68.96,19,2024-08-23
Algae Wafers,43.15,2,2023-10-16
pH Adjuster,165.94,15,2024-03-10
Thermometer,76.77,10,2023-10-31
Gravel Substrate,132.08,20,2024-02-12
Aquarium Filter - Large,52.14,4,2024-03-03
Aquarium Filter - Small,52.84,17,2024-04-01
Algae Scrubber,68.64,14,2024-03-24
Fish Tank - 20 Gallon,147.42,19,2024-03-11
Live Aquarium Plants - Anubias,173.53,18,2024-07-28
Driftwood,28.8,9,2024-05-22
Fish Food Flakes,130.43,18,2024-04-25
Aquarium Heater,23.63,9,2024-01-22
Bacterial Supplement,38.07,7,2024-05-09
pH Adjuster,140.45,17,2024-08-18
Live Aquarium Plants - Anubias,51.92,5,2023-10-17
Aquarium Background,15.67,18,2024-08-24
Otocinclus Catfish,10.41,5,2024-06-28
Fish Tank - 10 Gallon,117.61,14,2023-12-15
Water Test Kit,90.2,1,2024-03-11
Ammonia Remover,178.95,4,2024-03-23
Fish Tank - 20 Gallon,65.09,10,2023-09-24
Aquarium Filter - Large,36.5,14,2023-10-09
Fish Tank - 5 Gallon,116.86,4,2023-09-25
Angelfish,27.7,10,2024-07-27
Aquarium Stand,7.6,19,2023-11-27
Platy,126.95,10,2024-01-08
Aquarium Moss,102.72,8,2024-04-22
Water Conditioner,126.6,15,2024-03-19
Fish Food Pellets,158.07,9,2024-04-30
Discus,38.41,8,2024-03-26
Discus,183.79,20,2024-04-29
Discus,63.38,7,2024-06-09
Zebra Danio,174.83,8,2024-01-13
Algae Scrubber,168.71,11,2024-04-18
Thermometer,117.45,15,2024-05-13
Gravel Substrate,132.81,19,2023-12-27
Goldfish,144.64,6,2024-04-13
Brine Shrimp,89.39,8,2024-06-02
Aquarium Heater,179.58,9,2024-03-02
Filter Cartridges,184.13,18,2024-05-02
Siamese Algae Eater,56.49,10,2024-09-22
Aquarium Stand,78.56,11,2024-03-23
Driftwood,39.91,16,2023-12-18
Fish Tank - 10 Gallon,156.58,13,2024-06-22
Gravel Substrate,148.22,10,2024-09-06
Fish Tank - 20 Gallon,174.48,3,2024-04-23
Platy,18.78,9,2024-08-01
Fish Food Flakes,121.14,18,2023-09-28
Aquarium Stand,74.24,3,2024-08-11
Rainbow Shark,179.46,18,2024-06-26
Algae Wafers,116.0,8,2024-03-10
Frozen Bloodworms,12.0,10,2023-12-18
Clown Loach,175.81,7,2024-09-17
Algae Control,145.92,12,2023-10-29
Goldfish,193.35,15,2024-03-15
Algae Scrubber,193.97,15,2023-12-11
Aquarium Stand,104.17,18,2024-03-31
Discus,61.12,18,2024-04-07
Molly,179.79,20,2024-01-13
Aquarium Filter - Small,93.67,5,2024-01-05
Angelfish,106.55,14,2024-04-08
Live Aquarium Plants - Java Fern,148.07,7,2024-07-12
Sand Substrate,120.89,10,2024-08-19
Live Aquarium Plants - Java Fern,170.05,3,2023-10-31
Air Pump,62.7,2,2024-02-29
Ceramic Ornaments,99.96,19,2024-01-08
Quarantine Tank,52.59,7,2023-12-03
Ceramic Ornaments,13.98,14,2024-04-22
Clown Loach,38.11,12,2024-06-09
Live Aquarium Plants - Anubias,81.0,2,2023-11-19
Betta Fish,93.5,7,2023-11-03
Bio Balls,119.55,14,2024-09-21
Bacterial Supplement,46.79,19,2024-02-22
Fish Tank - 50 Gallon,34.89,14,2024-04-07
Aquarium Filter - Medium,44.19,11,2023-12-08
Siamese Algae Eater,34.99,15,2023-11-16
Live Aquarium Plants - Amazon Sword,67.73,8,2023-11-03
Fish Tank - 10 Gallon,55.2,8,2024-01-18
Decorative Rocks,70.62,15,2024-05-08
Check Valve,38.61,17,2023-10-26
pH Adjuster,44.57,20,2024-04-28
Ammonia Remover,107.52,1,2024-03-29
Bacterial Supplement,98.97,12,2024-09-12
Automatic Fish Feeder,18.49,12,2024-07-25
Automatic Fish Feeder,180.89,14,2024-05-01
Bio Balls,163.1,17,2023-10-08
Otocinclus Catfish,34.95,2,2024-08-18
Aquarium Heater,87.4,7,2024-03-07
Otocinclus Catfish,88.81,6,2024-05-15
Live Aquarium Plants - Anubias,79.34,18,2023-11-17
Fish Tank - 10 Gallon,76.87,1,2024-07-24
Otocinclus Catfish,107.15,19,2024-06-03
Aquarium Heater,192.14,18,2023-11-30
Fish Tank - 5 Gallon,198.02,14,2024-05-07
Betta Tank,95.05,6,2023-11-02
Ammonia Remover,71.82,13,2023-11-09
Live Aquarium Plants - Anubias,125.53,14,2024-08-19
Aquarium Moss,151.64,14,2024-09-06
Clown Loach,98.15,4,2023-10-13
Guppy,62.73,16,2024-08-15
Live Aquarium Plants - Java Fern,163.29,13,2024-08-01
Angelfish,99.93,14,2024-03-14
Fish Food Pellets,51.47,8,2023-12-01
Fish Tank - 50 Gallon,101.53,11,2023-10-18
Filter Cartridges,71.66,16,2024-09-19
Artificial Plants,81.27,2,2024-08-13
pH Adjuster,96.3,1,2023-11-05
Check Valve,87.63,12,2024-02-08
Air Pump,158.25,17,2023-09-29
Algae Wafers,97.39,11,2024-05-12
Ammonia Remover,39.27,11,2024-02-03
Aquarium Heater,190.89,10,2023-10-26
Decorative Rocks,70.67,8,2024-05-05
Water Test Kit,161.66,1,2024-01-11
Thermometer,162.91,16,2024-03-03
Rainbow Shark,60.05,8,2024-03-12
Fish Tank - 20 Gallon,192.47,17,2024-09-18
Molly,78.06,1,2024-07-22
Bacterial Supplement,174.88,3,2024-06-19
Guppy,163.55,5,2024-05-27
Betta Tank,141.44,4,2023-10-04
Artificial Plants,138.14,16,2024-01-09
Artificial Plants,85.23,11,2023-10-22
Water Test Kit,41.8,5,2024-03-06
Fish Food Flakes,106.55,6,2024-05-08
Quarantine Tank,62.75,19,2024-05-11
Algae Wafers,114.76,15,2024-04-26
Live Aquarium Plants - Amazon Sword,76.4,12,2024-01-16
Fish Tank - 10 Gallon,106.41,7,2024-08-26
Goldfish,25.24,6,2023-11-27
Clown Loach,180.1,15,2024-01-25
Aquarium Stand,41.19,14,2024-01-20
Aquarium Moss,54.27,7,2024-06-15
Fish Net,182.57,2,2023-11-24
Aquarium Heater,96.35,5,2024-04-23
Artificial Plants,67.74,15,2024-07-30
Filter Cartridges,153.3,10,2024-06-16
Bio Balls,110.6,6,2024-03-24
Air Stone,190.24,9,2024-01-22
Decorative Rocks,177.58,14,2024-06-18
Live Aquarium Plants - Anubias,22.4,12,2024-04-20
Bacterial Supplement,172.24,3,2024-06-16
Gravel Vacuum,187.54,16,2023-12-23
Fish Tank - 10 Gallon,95.27,19,2024-05-15
Rainbow Shark,81.81,11,2023-11-13
Cherry Barb,28.72,4,2024-06-06
Otocinclus Catfish,192.46,20,2024-05-14
Aquarium Filter - Medium,156.52,12,2024-07-11
Gravel Substrate,39.24,10,2024-01-06
Aquarium Filter - Small,149.32,14,2023-09-26
Fish Tank - 5 Gallon,71.76,20,2023-11-03
Quarantine Tank,181.96,16,2024-09-09
Guppy,92.99,17,2024-02-01
Live Aquarium Plants - Java Fern,91.29,12,2024-05-01
Algae Control,88.48,1,2024-02-27
Aquarium Heater,65.63,14,2023-12-30
Fish Food Pellets,120.75,2,2024-07-21
Brine Shrimp,176.22,15,2024-08-20
Bacterial Supplement,61.62,1,2023-12-03
Angelfish,141.76,16,2024-04-06
Goldfish,39.51,20,2024-04-18
Water Conditioner,39.65,3,2024-06-08
Ammonia Remover,90.9,7,2024-05-29
Discus,104.75,13,2024-05-12
Air Pump,13.02,2,2024-03-02
Quarantine Tank,130.19,16,2024-07-31
Zebra Danio,17.03,17,2024-01-01
Fish Tank - 50 Gallon,40.34,12,2024-03-24
Fish Food Flakes,130.62,6,2024-04-21
Aquarium Filter - Small,61.78,4,2024-01-24
Decorative Rocks,37.16,15,2023-12-25
pH Adjuster,21.7,11,2024-03-29
Fish Net,52.9,8,2024-08-11
Live Aquarium Plants - Java Fern,107.33,7,2024-08-22
Aquarium Background,183.92,14,2024-02-24
Air Pump,91.66,6,2024-05-27
Decorative Rocks,161.32,20,2024-02-09
Zebra Danio,44.67,15,2023-11-02
Check Valve,148.29,16,2024-09-07
Water Conditioner,53.41,11,2024-03-11
Decorative Rocks,38.92,9,2023-12-22
Siamese Algae Eater,60.02,16,2024-07-22
Aquarium Stand,128.52,13,2024-06-10
Fish Tank - 5 Gallon,100.85,13,2023-12-17
Automatic Fish Feeder,128.13,19,2024-02-07
Breeding Box,147.25,20,2024-04-19
Air Stone,173.8,7,2024-01-08
Air Pump,15.81,8,2023-09-23
Aquarium Moss,156.29,15,2023-10-21
Fish Food Pellets,38.56,16,2024-08-17
Aquarium Filter - Small,73.87,17,2024-05-10
Artificial Plants,61.26,12,2024-04-21
Betta Fish,139.15,15,2024-04-10
Discus,192.19,3,2023-11-08
Discus,81.07,20,2024-03-11
pH Adjuster,194.63,9,2024-01-22
Aquarium Filter - Medium,88.93,15,2023-11-28
Molly,186.25,18,2024-06-10
Gravel Vacuum,89.66,2,2024-01-10
Aquarium Filter - Large,23.89,12,2024-09-15
Sand Substrate,164.33,14,2023-11-17
Platy,101.94,16,2024-08-14
Water Conditioner,37.32,8,2024-04-23
pH Adjuster,41.84,20,2024-07-05
Cherry Barb,139.82,10,2024-02-27
Angelfish,124.7,15,2023-11-06
Driftwood,52.73,7,2024-06-29
Breeding Box,50.45,12,2024-06-17
Platy,99.99,19,2024-02-12
Ceramic Ornaments,78.74,17,2024-07-02
Guppy,171.51,13,2023-11-16
Rainbow Shark,8.34,9,2024-04-15
Zebra Danio,88.94,19,2024-05-28
Automatic Fish Feeder,71.13,9,2024-09-05
Brine Shrimp,56.24,7,2024-02-07
Rainbow Shark,120.02,14,2023-11-25
Clown Loach,51.13,10,2024-08-20
Molly,92.88,7,2024-06-16
Fish Food Pellets,20.38,16,2023-11-26
Otocinclus Catfish,54.21,20,2024-08-17
Siamese Algae Eater,197.22,16,2024-02-08
Aquarium Filter - Small,8.5,10,2024-05-15
Brine Shrimp,29.16,4,2024-01-17
Brine Shrimp,9.9,9,2024-04-14
Fish Food Pellets,38.94,7,2024-03-24
Gravel Substrate,139.41,7,2024-04-04
Fish Net,109.64,14,2024-03-15
Fish Net,5.09,18,2023-11-09
Algae Wafers,177.25,19,2024-07-25
Clown Loach,8.39,16,2024-04-22
Siamese Algae Eater,67.0,3,2024-04-04
Brine Shrimp,59.22,6,2024-09-04
Algae Scrubber,110.35,10,2024-04-12
Breeding Box,133.95,6,2024-03-03
Clown Loach,86.02,1,2024-09-15
Aquarium Filter - Large,179.82,2,2024-08-11
Cherry Barb,167.99,11,2024-06-30
Otocinclus Catfish,144.75,5,2024-04-28
Breeding Box,179.25,3,2023-10-26
Molly,53.73,19,2024-05-27
Water Test Kit,132.34,3,2024-07-07
Breeding Box,100.65,14,2023-10-27
Live Aquarium Plants - Anubias,24.1,6,2023-12-15
Algae Wafers,45.98,2,2024-03-12
Betta Tank,188.09,8,2024-07-22
Guppy,94.6,3,2023-12-02
Aquarium Filter - Large,19.8,7,2024-05-23
Fish Food Pellets,104.59,11,2024-03-28
Frozen Bloodworms,191.69,5,2024-06-27
Corydoras Catfish,75.77,1,2024-06-08
Siamese Algae Eater,34.26,13,2024-01-25
Ammonia Remover,157.71,17,2024-06-09
Siamese Algae Eater,98.53,17,2024-05-09
Siamese Algae Eater,21.18,7,2024-03-02
Betta Tank,164.22,17,2024-02-01
Brine Shrimp,47.62,10,2024-01-01
Water Test Kit,42.72,18,2024-03-01
Live Aquarium Plants - Java Fern,95.69,5,2024-07-13
Filter Cartridges,35.09,4,2024-06-26
Breeding Box,190.31,2,2024-05-09
Fish Tank - 20 Gallon,67.61,14,2024-08-31
Betta Tank,13.08,12,2023-11-02
Aquarium Filter - Small,175.96,12,2024-02-24
Air Stone,112.92,6,2024-04-16
LED Aquarium Light,16.43,1,2024-06-02
Algae Scrubber,98.29,4,2024-08-17
Corydoras Catfish,70.11,4,2024-04-12
Angelfish,183.54,3,2023-11-28
Water Conditioner,163.98,16,2023-10-09
Live Aquarium Plants - Amazon Sword,168.97,8,2024-05-15
Artificial Plants,130.14,5,2024-06-17
Aquarium Background,7.33,10,2024-05-27
Molly,63.94,11,2024-03-21
Otocinclus Catfish,6.16,20,2024-08-23
Ceramic Ornaments,42.09,15,2024-05-18
Air Pump,34.46,6,2024-04-09
Aquarium Filter - Small,77.81,14,2023-10-21
Artificial Plants,54.7,1,2024-06-27
Filter Cartridges,196.05,1,2024-06-10
pH Adjuster,52.22,15,2023-10-22
Aquarium Filter - Medium,81.65,6,2024-03-23
Aquarium Filter - Small,194.69,3,2024-05-14
Air Stone,116.18,4,2023-11-22
